seriesuid,coordX,coordY,coordZ,calcification_label
1.3.6.1.4.1.14519.5.2.1.6279.6001.991510467496831189331312523884,19.293,-165.707,-228.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.991510467496831189331312523884,3.293,-215.707,-210.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.991510467496831189331312523884,5.293,-181.707,-94.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.991510467496831189331312523884,121.293,-217.707,-92.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.991510467496831189331312523884,19.293,-183.707,-192.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.991510467496831189331312523884,3.293,-133.707,-144.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169,75.5,63.4,-211.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169,-74.5,47.4,-209.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169,-8.5,-4.6,-193.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169,7.5,-20.6,-75.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169,25.5,-4.6,-193.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,-97.8,33.1,-238.03,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,70.2,49.1,-238.03,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,-97.8,-0.9,-220.03,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,-97.8,-50.9,-204.03,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,-31.8,-50.9,-186.03,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,-131.8,-48.9,-102.03,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,-13.8,-16.9,-86.03,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,36.2,-66.9,-254.03,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064,2.2,-16.9,-170.03,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296,-74.4,24.0,-137.46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296,-24.4,-10.0,-119.46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296,9.6,-94.0,-85.46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296,-92.4,-78.0,-49.46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296,-6.4,-26.0,-47.46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296,25.6,-26.0,-155.46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296,7.6,24.0,-101.46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,-67.6,78.2,-178.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,16.4,30.2,-162.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,0.4,-71.8,-78.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,-101.6,-71.8,-60.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,0.4,-37.8,-44.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,0.4,-37.8,-128.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,0.4,46.2,-110.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,78.0,57.0,-227.63,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,-90.0,-11.0,-211.63,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,-74.0,55.0,-211.63,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,-24.0,-11.0,-193.63,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,-108.0,-43.0,-93.63,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,-8.0,-11.0,-93.63,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,10.0,-9.0,-193.63,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,74.2,32.0,-179.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,74.2,-36.0,-161.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-77.8,30.0,-161.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-77.8,-2.0,-145.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-111.8,-86.0,-127.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,22.2,-86.0,-95.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-111.8,-70.0,-61.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-111.8,-54.0,-43.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-9.8,-20.0,-43.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-77.8,-4.0,-195.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,22.2,-20.0,-143.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,64.3,39.3,-234.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,-69.7,55.3,-232.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,-87.7,-10.7,-216.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,-19.7,-10.7,-200.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,12.3,3.3,-98.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,-87.7,-10.7,-80.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,-71.7,23.3,-284.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,14.3,3.3,-182.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,-57.9,47.0,-178.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,-23.9,-19.0,-162.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,76.1,49.0,-162.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,-91.9,-35.0,-78.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,26.1,-19.0,-162.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,92.332,-148.668,-266.9,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,24.332,-132.668,-266.9,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,-75.668,-98.668,-250.9,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,42.332,-150.668,-200.9,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,-109.668,-200.668,-116.9,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,24.332,-216.668,-234.9,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124,24.332,-132.668,-166.9,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458,-71.4,45.0,-224.46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458,-21.4,-23.0,-190.46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458,-3.4,-5.0,-72.46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458,14.6,-21.0,-188.46,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.304676828064484590312919543151,83.2,20.1,-223.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.304676828064484590312919543151,-84.8,36.1,-223.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.304676828064484590312919543151,-84.8,2.1,-207.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.304676828064484590312919543151,-0.8,-65.9,-123.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.304676828064484590312919543151,-0.8,-47.9,-89.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.304676828064484590312919543151,15.2,-31.9,-173.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,30.6,14.0,-183.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,98.6,14.0,-183.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,-69.4,14.0,-165.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,-3.4,-36.0,-149.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,30.6,48.0,-65.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,14.6,-20.0,-47.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,-87.4,-36.0,-31.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,32.6,-38.0,-149.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,14.6,30.0,-81.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,14.6,30.0,-49.68,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,-80.0,62.0,-225.48,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,4.0,46.0,-207.48,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,70.0,46.0,-207.48,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,-14.0,-4.0,-191.48,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,20.0,-54.0,-107.48,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,-98.0,-20.0,-41.48,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,-12.0,12.0,-41.48,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,104.0,-6.0,-39.48,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,20.0,-4.0,-157.48,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,4.0,46.0,-91.48,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,-49.855,216.86342,-800.3,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,86.145,216.86342,-800.3,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,-65.855,166.86342,-766.3,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,-31.855,166.86342,-748.3,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,-99.855,132.86342,-710.3,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,-99.855,198.86342,-692.3,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,2.145,184.86342,-676.3,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.842980983137518332429408284002,18.145,166.86342,-748.3,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725,-109.5,38.9,-214.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725,56.5,36.9,-198.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725,-11.5,-95.1,-146.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725,-25.5,-61.1,-78.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725,-11.5,-45.1,-164.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725,138.5,-27.1,-80.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-115.1,-68.6,-193.78,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,104.9,-18.6,-191.78,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-81.1,49.4,-191.78,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-31.1,-0.6,-175.78,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-13.1,-36.6,-123.78,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-115.1,-68.6,-73.78,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-29.1,-18.6,-57.78,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,-49.1,-2.6,-259.78,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384,2.9,-18.6,-173.78,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-15.2,7.5,-243.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-117.2,43.5,-243.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,54.8,9.5,-227.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-131.2,25.5,-227.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,68.8,41.5,-227.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-65.2,-142.5,-159.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,52.8,-126.5,-143.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-65.2,-8.5,-125.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-149.2,-90.5,-75.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-29.2,-24.5,-57.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-149.2,-8.5,-41.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-49.2,-108.5,-243.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-31.2,-56.5,-175.81,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,69.2,11.4,-205.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-98.8,-56.6,-189.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-82.8,-4.6,-189.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,19.2,-22.6,-121.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-14.8,-40.6,-71.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-116.8,-56.6,-55.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,1.2,-40.6,-155.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,79.322,-210.678,-257.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,11.322,-144.678,-257.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,-74.678,-108.678,-257.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,-88.678,-176.678,-241.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,79.322,-94.678,-241.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,-20.678,-194.678,-239.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,-4.678,-210.678,-173.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,11.322,-110.678,-139.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,-6.678,-178.678,-107.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,11.322,-212.678,-291.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.675543413149938600000570588203,11.322,-126.678,-173.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,78.3,49.0,-224.58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,-89.7,51.0,-224.58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,78.3,-51.0,-208.58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,-105.7,17.0,-208.58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,-105.7,-51.0,-192.58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,-3.7,-35.0,-140.58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,-5.7,-17.0,-90.58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,-123.7,-1.0,-56.58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,-105.7,-17.0,-242.58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538,12.3,-19.0,-190.58,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,65.0,14.0,-252.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,-103.0,16.0,-250.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,-103.0,-18.0,-234.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,-35.0,-68.0,-218.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,-35.0,-52.0,-116.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,31.0,-70.0,-302.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,-1.0,-54.0,-218.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,-3.0,-36.0,-184.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,67.352,-195.648,-309.6,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,-116.648,-111.648,-309.6,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,-116.648,-177.648,-291.6,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,-32.648,-177.648,-275.6,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,-134.648,-211.648,-173.6,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,-0.648,-161.648,-157.6,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,-134.648,-145.648,-155.6,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,-116.648,-145.648,-359.6,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026,1.352,-161.648,-259.6,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,67.0,26.9,-210.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,-85.0,44.9,-210.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,33.0,-57.1,-208.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,-1.0,-5.1,-208.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,-35.0,-55.1,-192.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,-1.0,-107.1,-142.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,15.0,-5.1,-126.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,-17.0,-39.1,-74.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,-119.0,-73.1,-56.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,-1.0,-55.1,-210.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,1.0,-41.1,-192.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409,-1.0,-23.1,-160.33,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,87.326,-102.674,-303.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,-96.674,-118.674,-287.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,-96.674,-136.674,-271.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,3.326,-270.674,-253.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,-114.674,-254.674,-253.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,3.326,-220.674,-235.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,-114.674,-236.674,-153.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,3.326,-184.674,-137.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,-96.674,-184.674,-321.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192,19.326,-170.674,-269.5,0
1.3.6.1.4.1.9328.50.1.70885448642275408073484639858923588464,66.1,-27.0,-160.0,0
1.3.6.1.4.1.9328.50.1.70885448642275408073484639858923588464,66.1,55.0,-160.0,0
1.3.6.1.4.1.9328.50.1.70885448642275408073484639858923588464,-65.9,39.0,-158.0,0
1.3.6.1.4.1.9328.50.1.70885448642275408073484639858923588464,-115.9,-27.0,-126.0,0
1.3.6.1.4.1.9328.50.1.70885448642275408073484639858923588464,-131.9,5.0,-126.0,0
1.3.6.1.4.1.9328.50.1.70885448642275408073484639858923588464,-115.9,21.0,-76.0,0
1.3.6.1.4.1.9328.50.1.70885448642275408073484639858923588464,0.1,-11.0,-74.0,0
1.3.6.1.4.1.9328.50.1.70885448642275408073484639858923588464,-65.9,37.0,-226.0,0
1.3.6.1.4.1.9328.50.1.70885448642275408073484639858923588464,16.1,5.0,-144.0,0
1.3.6.1.4.1.9328.50.1.70885448642275408073484639858923588464,150.1,39.0,-126.0,0
1.3.6.1.4.1.9328.50.1.70885448642275408073484639858923588464,-147.9,55.0,-126.0,0
